State,District,Station Name,Address,Contact,Services,Final Timing,Map URL,Latitude,Longitude
Meghalaya,East Khasi Hills,IOCL - J Marbaniang Charging Station,"Ground Floor, Themmarwet, NH 37 Khanapara",9436102195,Bharat AC001AC TYPE 2,12:00 AM - 11:59 PM,"https://www.google.com/maps/dir/Current+Location/25.710202,91.861528",25.710202,91.861528
Meghalaya,East Khasi Hills,IOCL - Pynbianglang Charging Station,"Ground Floor, NH 40, Mawiong Mawroh",9612707296,Bharat AC001AC TYPE 2,12:00 AM - 11:59 PM,"https://www.google.com/maps/dir/Current+Location/25.626328,91.886025",25.626328,91.886025
